Source,date,ECC,ACC,Convo
TW,28-08-2018,1,NATH_THELIONS,"RT @eddibrokoli: SAMPAI JUMPA NANTI MALAM !!!  #Repost @djarumcoklat
・・・
Band yang terbentuk pada 3 Maret 2013 di Jakarta di kawasan Menteng Dalam, @nath_thelions telah merilis single terbarunya berjudul… https://www.instagram.com/p/Bm2f8zGAjwp/?utm_source=ig_twitter_share&igshid=337dkdk8xslo …"
TW,28-08-2018,1,koyit_,"RT @DjarumCoklat: Keseruan DCDC ShoutOut Day di kota Lampung akan terulang lagi! Mari ramaikan tanggal 1 September 2018 di Pendopo Pringseru Jl. Jend. Sudirman!
"
TW,28-08-2018,1,kevinegative,"RT @DjarumCoklat: DCDC memilih playlist lagu pilihan dari beberapa rilisan selama satu minggu. Beberapa jenis musik yang punya isian menarik layak buat disimak
"
TW,28-08-2018,1,Arsapath,"RT @DjarumCoklat: ""Life Is Beautiful"", Karya Penanda Berakhirnya Masa Hibernasi Munthe https://t.co/omBiPKn0Ji"
TW,28-08-2018,1,ozradiobandung,Merapits! @pijarmusic bentar lagi bakal live dan interview barengan @mvstekky & @Denny_hsu di #DCDCSubStereo yuk dengerin sekarang! https://t.co/t9P04BLQda
TW,28-08-2018,1,nath_sista,"Masih belum bisa move on dari DCDC Pengadilan musik ini, karena masuk dalam sejarah perjuangan kami @nath_thelions sebagai team, band dan keluarga.. Ketika gue @nath_sista dan? https://t.co/1DSkH2AWvk"
TW,28-08-2018,1,DjarumCoklat,Keseruan DCDC ShoutOut Day di kota Lampung akan terulang lagi! Mari ramaikan tanggal 1 September 2018 di Pendopo Pringseru Jl. Jend. Sudirman! https://t.co/k7hJHVeTn5
TW,28-08-2018,1,DjarumCoklat,DCDC memilih playlist lagu pilihan dari beberapa rilisan selama satu minggu. Beberapa jenis musik yang punya isian menarik layak buat disimak https://t.co/1J6tdhudqK
TW,28-08-2018,1,DjarumCoklat,Ada yang bisa nebak gak? Benda ini adalah benda yang paling sering disentuh oleh para gitaris https://t.co/hBnWtHV739
IG,28-08-2018,1,radzen_bisar,"@ozradiobandung Yo yo ayo.. kita datang kita raih kita menang
Bagian reff theme song asian games 2018
#DCDCSubStereo, dukung lokal band untuk datang
Mari dukung atlet Indonesia, netizen jangan komen tak jelas"
TW,28-08-2018,1,radzen_bisar,"@ozradiobandung Cabor taekwondo sumbang emas pertama
Defia rosmaniar langsung gigit emas
#DCDCSubStereo terbang mengudara
Bareng penyiar yang legit dan panas"
TW,28-08-2018,0,mindraherdiana,"Udin Justo: ""Ternyata, Sebuah Band Bisa Jadi Industri yang Menghidupi"" https://t.co/72QHR2CQoA"
TW,28-08-2018,0,mindraherdiana,Menyambut Kembali Angsa & Serigala Lewat Album 'Ruang Waktu' https://t.co/dgwBwKHTto
IG,28-08-2018,0,dhianniezz,"@ozradiobandung Orang Jepang blasteran Malaysia.
Pergi ke Cina membeli Kuda.
Dukung Asian games Demi Indonesia.
Cintai musik indie karya jiwa muda. #DCDCSubStereo"
IG,28-08-2018,0,ganikn,"@ozradiobandung Bangun tidur, terus keramas
Diluar terdengar suara burung beo
Asian games 2018, Indonesia dapet banyak emas
Kesempatan emas buat dapet uang 300 ribu dari #DCDCSubStereo"
IG,28-08-2018,0,FahrisalRizky,@foetaki Djarum coklat rodok recomended gawe akhir bulan
IG,28-08-2018,0,basuniaka235,@DjarumCoklat Senar @DjarumCoklat
IG,28-08-2018,0,nikodian461,@DjarumCoklat Senar
IG,28-08-2018,0,msatriadarmawan,@DjarumCoklat Penis
IG,28-08-2018,0,FeryBastardo,"@DjarumCoklat Kalo yang nanya Cak Lontong, jawabanya itu ""B - E - N - A - R"" ;)"
IG,28-08-2018,0,ardi_020,@DjarumCoklat Benar
TW,28-08-2018,0,DjarumCoklat,"?Gracias?, Jadi Single Baru Murphy Radio Sebagai Bentuk Terima Kasih Untuk Pendengarnya https://t.co/qY3g2ZJuBD"
TW,28-08-2018,0,mindraherdiana,"?Gracias?, Jadi Single Baru Murphy Radio Sebagai Bentuk Terima Kasih Untuk Pendengarnya https://t.co/7aJCWoQW7P"
IG,28-08-2018,0,blessmeeden,"Skill bisa diasah, bukan perihal menang atau kalah. In frame: deki.rahardi : @abaybop #DCDCSHOUTOUT #DCDCShoutoutDay #DjarumCoklatDotCom #DCDC https://www.instagram.com/p/BnBT1huDlzk/?utm_source=ig_twitter_share&amp;igshid=qln9gi87qcq8&nbsp;…"
IG,28-08-2018,0,blessmeeden,Metal never die(t). In frame: @asperarga  : @abaybop  #DCDCSHOUTOUT #DCDCShoutoutDay #DjarumCoklatDotCom #DCDC https://www.instagram.com/p/BnBUUpBjOr4/?utm_source=ig_twitter_share&amp;igshid=q3nv14ebw82c&nbsp;…
IG,28-08-2018,0,AOD_MILITIA,@AOD_MILITIA  on stage final show @djarumcoklat #wackenmetalbattleindonesia2018 @officialgtvid #latepos .  By Dcdc official team wmbi . #wackenmetalbattleindonesia2018 #finalshow… https://www.instagram.com/p/BnAhFadHJCH/?utm_source=ig_twitter_share&a
TW,28-08-2018,0,NATH_THELIONS,#yessaa @Djarumcoklat https://www.djarumcoklat.com/pengadilan-musik/livestreaming--pengadilan-musik-dengan-terdakwa-nath-the-lions&nbsp;…
IG,29-08-2018,4,"""candraramdani96""","""Yu silaturahmi bersama @warung.om.bud di @warungalamcibutak \nAkan ada booth WOB disana.....\nCatet tgl nya \n1september 2018 hari sabtu\n#bajubudicilok\n#ellevenoutdoor #wob #budicilok #warungcibutak #tidakadaplastik #coklatkita #djarumcoklat #silabud #silaturahmi"""
TW,29-08-2018,8,"""tansuiero""","""We are G.N.D\n\n#dcdcshoutout \n#gnd\n#grunge\n#funk\n#purwakartaistimewa \n#band\n#acoustic"""
IG,29-08-2018,0,"""fadly_bnr""","""Sahabat istimewa Cultural visit\n#djarumsuper #djarum76 #djarumcoklat #djarumcoklatdotcom #djarumblack #djarumfoundation #djarumbadminton #djarumsupermusicid #djarumbeasiswaplus #djarumbaktibudaya \n#djarumfoundationbaktipendidikan \n#djarumkudus \n#culturalvisit2018"""
IG,29-08-2018,0,"""yudhasjc""","""Regrann from @dcdc.official -  Lampung! DCDC ShoutOut Day akan hadir kembali di kota kalian, dengan penampilan dari 8 band @dcdcshoutout: @v2last_id , @elkaofficial , @grubsebelah, @sepriannenggalan, @goodbyepathetic_, @starlightsaysjr, Crunch dan @soundcity_official.\n.\nSpecial sharing: Addy Gembel (@addy_gembel - @forgotten_official) \u0026 Aomi (@waregpisan - @valhalla_audiolabs).\n.\nRamaikan Pendopo Pringsewu Jl. Jend Sudirman tanggal 1 September 2018 mulai pukul 15.00! Now it's your day to stand up and shout out loud!\n.\n#DCDCShoutOutDay\n#DCDCShoutOut\n#DjarumCoklatDotCom\n#DCDC\n#Lampung - #regrann"""
TW,29-08-2018,0,"""dcdc.official""","""Rabu malam, santai-santai setelah selesai beraktivitas sambil dengerin @dcdcradio udah paling cocok! Apalagi malam ini akan sangat seru, ngobrol bareng @jasad_official yang membawa cerita perjalanan DCDC Dreamworld.\n.\nJam 8 sampai 10 malam, pantengin  www.djarumcoklat.com buat streaming DCDC Radio! Lagu-lagu dari band @dcdcshoutout juga udah siap diputerin sama @addy_gembel buat kalian.\n.\n#dcdcradio \n#DCDCDreamWorld\n#DjarumCoklatDotCom \n#DCDC"""
TW,29-08-2018,4,"""official_silent_in_lightless""","""multicultural\nayo merapat kawan2 dan silahkan bagi band yang mau regist bisa hubungi nomor yg tertera\n@abaddon.official.bdg\n@karinding_sasora\n@silencefromwithinofficial\n@eresje_rumahsakitjiwa\n@rosesteady_id\n@crazyloveskaofficial\n-the untitle\n-enigma\n\n#event #band #parade #eventband #eventbandbandung #bandung #silentinlightless #gigs #keren #openregist #regist #metal #indie #deathcore #punk #dcdc #dcdcshoutout"""
TW,29-08-2018,0,"""paguyubansoundsystem""","""monggo yang mau hadir.\n\nREFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratis,\n.\nSpecial Perform :\n- Sahara\n- Jari Manis\n- Indonesian Guitar Community And Many More\n.\nSupported by :\n- Djarum Coklat - Tiganegeri Music House\n- KMD Music Store\n- Behringer\n- Meinl Cymbals\n- Gretsch\n- Bugera\n- Insomnia Coffee\n- Jurig Coffee\n.\nMedia Partner :\n- Macca Magazine\n- Ciparay id\n- Gigs media\n.\n#warungalamcibutak #refleksimerahputih\n#sahara #jarimanis #indonesianguitarcomunnity #djarumcoklat #coklatkita #anugrahalamindonesia #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
TW,29-08-2018,779,"""dcdc.official""","""Menyambung single \""Venetian Blinds\"" yang dirilis pada bulan Maret lalu, kali ini giliran single berjudul \""Skylight\"" dirilis oleh @pingpongclubtheband. Unit indie pop/electro pop kota Bandung ini melepas lagu \""Skylight\"" sebagai single kedua untuk album penuh yang kabarnya akan dirilis di penghujung tahun 2018.\n.\nCerita yang diangkat dalam lagu \""Skylight\"" adalah tentang kebingungan seseorang yang mencari hal-hal bersifat esensial dalam kehidupan. Ia tidak tahu apa yang sebetulnya ia butuhkan, bahkan ia digambarkan sebagai orang yang tidak memiliki ambisi untuk suatu hal.\n.\nBaca berita selengkapnya di www.djarumcoklat.com\n.\n#DCDChotnews\n#DjarumCoklatDotCom\n#DCDC"""
TW,29-08-2018,14,"""yulijasad27""","""Mari kita Ngopdul \""Ngopi bari Ngawadul\""\n.\nRegrann from @dcdc.official -  Rabu malam, santai-santai setelah selesai beraktivitas sambil dengerin @dcdcradio udah paling cocok! Apalagi malam ini akan sangat seru, ngobrol bareng @jasad_official yang membawa cerita perjalanan DCDC Dreamworld.\n.\nJam 8 sampai 10 malam, pantengin  www.djarumcoklat.com buat streaming DCDC Radio! Lagu-lagu dari band @dcdcshoutout juga udah siap diputerin sama @addy_gembel buat kalian.\n.\n#dcdcradio \n#DCDCDreamWorld\n#DjarumCoklatDotCom \n#DCDC - #regrann"""
IG,29-08-2018,6,"""botrok_""","""Lampung! DCDC ShoutOut Day akan hadir kembali di kota kalian, dengan penampilan dari 8 band @dcdcshoutout: @v2last_id , @elkaofficial @grubsebelah, @sepriannenggalan, @goodbyepathetic_, @starlightsaysjr, @crunchhardcore19 dan @soundcity_official.\n.\nSpecial sharing: Addy Gembel (@addy_gembel - @forgotten_official) \u0026 Aomi (@waregpisan - @valhalla_audiolabs).\n.\nRamaikan Pendopo Pringsewu Jl. Jend Sudirman tanggal 1 September 2018 mulai pukul 15.00! Now it's your day to stand up and shout out loud!\n.\n#DCDCShoutOutDay\n#DCDCShoutOut\n#DjarumCoklatDotCom\n#DCDC\n#Lampung\n#pringsewu"""
IG,29-08-2018,0,"""tedipurnomo19""","""Kopi adalah refleksi jiwa , bagi mereka yang menginginkan kedamaian tanpa banyak persyaratan .\n.\n#henscoffee \n#bintangmargamulya\n#kopicikajang\n#anugrahalamindonesia\n#djarumcoklatdotcom"""
TW,29-08-2018,8,"""dcdc.official""","""Kata @dhelavard, Seni itu bukan berapa banyak apresiasi yang lo dapat, bukan juga seberapa manfaat yang lo dapat, karena seni yang berasal dari hati itu murni. Yang kita terus belajar dan gak berhenti berkarya.\n.\nTunggu video full Hot Coklat Dhela di www.djarumcoklat.com.\n.\n#DCDCHotCoklat\n#DjarumCoklatDotCom \n#DCDC"""
TW,29-08-2018,0,"""starlightsaysjr""","""Don't miss it guys \u270c\nBingung malem minggu mu mau kemana? Tandai tanggal 1 September 2018 mu, Yuk dateng ke Pendopo Pringsewu Jln.Jendral Sudirman Pringsewu Lampung. Saksikan 8 band keren asal Lampung ini tentunya hanya di DCDC SHOUT OUT. \nStart 15:00 wib !\n\n#dcdcshoutout \n#dcdcdjarumcoklat \n#lampung \n#pringsewu \n#starlightsaysjr"""
TW,29-08-2018,0,"""nath_thelions""","""Bismillah, selamat pagi ..di program ini ~Pengadilan Musik ~ @dcdc.official saya benar benar berpikir keras ..mau jawab juga bingung ,akhirnya saya merasakan teman teman yang pernah duduk disini..goks! \u2764.. .\n\nHakim : @manjasad\nJaksa Penuntut : @budi_dalton_official dan @pidibaiq\nPembela : @yogaphb dan Ruly Cikapundung (@pasarcikapundungbaranglawas)\nPanitera : @eddibrokoli .\n\n#dcdcpengadilanmusik \n#DjarumCoklatDotCom\n#djanganberisikberbedabedabersamasama\n#queenofreggae\n#supportmusikreggaeindonesia\n#reggaemusik\n#temansinga\n#mansentertainment\n#yessaah"""
IG,29-08-2018,0,"""metalmilitia99prod""","""@angelofdeath_official  @dcdcshoutout\nDCDC musik kita\n@officialgtvid \nSelengkapnya check di \nYouTube channel @dcdc.official \nYearrght \ud83d\ude0e\ud83e\udd1f\n.\nLine up :\n@faizal_a.o.d\n@okkyradith \n@enox_aod .\n.\n#localpridemovement #angelofdeath #globaltv #djarumcoklatdotcom #dcdc #dcdcmusikkita #dcdcshoutout #metalhead #respect #attitude"""
IG,29-08-2018,0,"""localpriderecords""","""@angelofdeath_official  @dcdcshoutout\nDCDC musik kita\n@officialgtvid \nSelengkapnya check di \nYouTube channel @dcdc.official \nYearrght \ud83d\ude0e\ud83e\udd1f\n.\n.\n.\n#localpridemovement #angelofdeath #globaltv #djarumcoklatdotcom #dcdc #dcdcmusikkita #dcdcshoutout #metalhead #respect #attitude"""
IG,29-08-2018,10,"""faizal_a.o.d""","""@angelofdeath_official  @dcdcshoutout\nDCDC musik kita\n@officialgtvid \nSelengkapnya check di \nYouTube channel @dcdc.official .\nLine up :\n@faizal_a.o.d\n@okkyradith\n@enox_aod .\n#localpridemovement #angelofdeath #globaltv #djarumcoklatdotcom #dcdc #dcdcmusikkita #dcdcshoutout #metalhead #respect #attitude"""
TW,29-08-2018,0,"""jasad_official""",""".\nPasukan Karuhun\nPantengin di saluran DCDC Radio\n.\n\n#Repost @dcdc.official (@get_repost)\n\u30fb\u30fb\u30fb\nRabu malam, santai-santai setelah selesai beraktivitas sambil dengerin @dcdcradio udah paling cocok! Apalagi malam ini akan sangat seru, ngobrol bareng @jasad_official yang membawa cerita perjalanan DCDC Dreamworld.\n.\nJam 8 sampai 10 malam, pantengin  www.djarumcoklat.com buat streaming DCDC Radio! Lagu-lagu dari band @dcdcshoutout juga udah siap diputerin sama @addy_gembel buat kalian.\n.\n#dcdcradio \n#DCDCDreamWorld\n#DjarumCoklatDotCom \n#DCDC\n#PasukanKaruhun"""
IG,29-08-2018,4,"""wig_trrecord""","""#Repost @localpriderecords (@get_repost)\n\u30fb\u30fb\u30fb\n@angelofdeath_official  @dcdcshoutout\nDCDC musik kita\n@officialgtvid \nSelengkapnya check di \nYouTube channel @dcdc.official \nYearrght \ud83d\ude0e\ud83e\udd1f\n.\n.\n.\n#localpridemovement #angelofdeath #globaltv #djarumcoklatdotcom #dcdc #dcdcmusikkita #dcdcshoutout #metalhead #respect #attitude"""
TW,29-08-2018,0,"""studio_band_dermaga_38_durensa""","""#komunitasreggae #komunitasjazz #komunitasgrunge #komunitasgrungejakarta #kampusjakarta #bandindonesia #bandindie #bluesindonesia #bandjazzy #bekasibawahtanah #dcdcshoutout #dcdcshoutoutday #bandjakarta #beatlesindonesia dermaga 38 Studio band durensawit Jakarta"""
IG,29-08-2018,6,"""arifiqbal85""","""#EzRepost @dcdc.official with @ezrepostapp\n\nLampung! DCDC ShoutOut Day akan hadir kembali di kota kalian, dengan penampilan dari 8 band @dcdcshoutout: @v2last_id , Elka, @grubsebelah, @sepriannenggalan, @goodbyepathetic_, @starlightsaysjr, Crunch dan @soundcity_official.\n.\nSpecial sharing: Addy Gembel (@addy_gembel - @forgotten_official) \u0026 Aomi (@waregpisan - @valhalla_audiolabs).\n.\nRamaikan Pendopo Pringsewu Jl. Jend Sudirman tanggal 1 September 2018 mulai pukul 15.00! Now it's your day to stand up and shout out loud!\n.\n#DCDCShoutOutDay\n#DCDCShoutOut\n#DjarumCoklatDotCom\n#DCDC\n#Lampung"""
TW,29-08-2018,6,iwan_binjai,"RT @satepadangracer: @beistg @AmmarGill @victorkamang Oh gitu, mantul 👍

Kakek nya belakangan ini biasa mangkal di Convention Center JIE, Kemayoran mb, tp skrng udah gak kelihatan disana. Tp kadang jg sering mangkal di bank BCA. Kasihan mb, jauh jauh dr Kudus ke Jakarta cm untuk jualan rokok Djarum Coklat, LA Bold, MLD 20 dll :("
TW,29-08-2018,6,fitrianharrynm,"RT @satepadangracer: @beistg @AmmarGill @victorkamang Oh gitu, mantul 👍

Kakek nya belakangan ini biasa mangkal di Convention Center JIE, Kemayoran mb, tp skrng udah gak kelihatan disana. Tp kadang jg sering mangkal di bank BCA. Kasihan mb, jauh jauh dr Kudus ke Jakarta cm untuk jualan rokok Djarum Coklat, LA Bold, MLD 20 dll :("
TW,29-08-2018,4,evangelionofcl,"RT @DjarumCoklat: Malam ini, ngobrol bareng Jasad di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih http://m.djarumcoklat.com/radio "
TW,29-08-2018,4,gerryjonthan,"RT @DjarumCoklat: Malam ini, ngobrol bareng Jasad di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih http://m.djarumcoklat.com/radio "
TW,29-08-2018,4,SigitGatez,"RT @DjarumCoklat: Malam ini, ngobrol bareng Jasad di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih http://m.djarumcoklat.com/radio "
TW,29-08-2018,4,koyit_,"RT @DjarumCoklat: Malam ini, ngobrol bareng Jasad di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih http://m.djarumcoklat.com/radio "
TW,29-08-2018,4,DjarumCoklat,"Malam ini, ngobrol bareng Jasad di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih https://t.co/DCOU5r4rAk https://t.co/Z9slAIWSHS"
TW,29-08-2018,4,DjarumCoklat,"""Skylight"", Single Terbaru Ping Pong Club dirilis Secara Global https://t.co/qVkOKfKIWC"
TW,29-08-2018,2,DebbotDjumanta,RT @ozradiobandung: Mari bermain kuisssss! #DCDCSubStereo https://t.co/68WJiIFvMO
TW,29-08-2018,1,becksterolla,Setaun nech https://t.co/ZxX2q5fqXT
TW,29-08-2018,1,DebbotDjumanta,RT @ozradiobandung: Waktunya @pijarmusic live di #DCDCSubStereo https://t.co/ta2FYNCzXr
TW,29-08-2018,1,DebbotDjumanta,RT @ozradiobandung: Merapits! @pijarmusic bentar lagi bakal live dan interview barengan @mvstekky & @Denny_hsu di #DCDCSubStereo yuk dengerin sekarang!
TW,29-08-2018,1,18blue_21grey,RT @DjarumCoklat: Ada yang bisa nebak gak? Benda ini adalah benda yang paling sering disentuh oleh para gitaris https://t.co/hBnWtHV739
TW,29-08-2018,0,Dwi_SlowDeath,"Stay tuned lol @DjarumCoklat
Malam ini, ngobrol bareng @Jasad_bdm di DCDC Radio! Membahas seputar perjalanan mereka di DCDC Dreamworld. Dengerin dari sekarang nih https://t.co/nDuJk2aQk6 https://t.co/G1FOLlHNWL"
TW,29-08-2018,0,RiyadiOchiem,Djarum Coklat trunin dong kokoh... https://t.co/NrhbW04665
TW,29-08-2018,0,Rockin_Marvin,"Djarum Coklat ekspor ke Bangka dong. Jangan cuma dijual di Jabar, Banten & DKI wungkul. Letah lada yeuh ngudud Gudang Garam Merah wae. ???? https://t.co/qWjT8ht4lB"
TW,29-08-2018,0,HamSaputra,"@ozradiobandung Pacar pertama cantik sekali.
Pacar kedua selalu ceria.
Asian Games 4 tahun sekali.
Pijar Musik menggelegar ria. #DCDCSubStereo"
IG,29-08-2018,0,dhianniezz,"@ozradiobandung Meja belajar asalnya dari papan.
Kursi goyang milik pemain wayang.
Bulutangkis terkenal karna si Jojo tampan.
Malam ini terasa nyaman, ada PijarMusik yang aku sayang. 
#DCDCSubStereo"
IG,29-08-2018,0,18blue_21grey,@DjarumCoklat Senar
IG,29-08-2018,0,Anggi_Fatoni,"SLANK, band sejuta fans dan terbilang band legend di Indonesia. Setiap konser band ini sgt humble buat nyapa para penontonnya &amp; sering jg memberikan kata kata yang inspiratif. Maka dari itu tiap band ini konser, tiket selalu habis terjual #ArdanNgeJam"
IG,29-08-2018,0,AgungGunanjar7,"@ardanradio Band rock favorit sy The Rolling Stone,aksi panggungny bikin sy melirik fokus pada penampilan vocalisny mick jagger yg sllu nyentrik dan menggila kalau diatas panggung #ardanngejamz #SuperMusicID #CumaDiArdan"
IG,29-08-2018,0,NeniYul98179222,@ardanradio Band andalan favorit sy Muse aksi panggungny yg gila abis sang vocalis Matthew Bellamy yg sdh mnghancurkan 140 gitar bikin gereget jadiny #ardanngejamz #SuperMusicID #CumaDiArdan
IG,29-08-2018,0,MM99PROD,@AOD_MILITIA  dcdcshoutout DCDC musik kita @officialgtvid  Selengkapnya check di  YouTube channel @djarumcoklat  Yearrght  . Line up : @AOD_MILITIA @Okkyares  enox_aod… https://www.instagram.com/p/BnC-WoMHgdW/?utm_source=ig_twitter_share&amp;igs
TW,30-08-2018,0,"""igc_patichapter""","""Yuk merapats \ud83d\ude0a\ud83d\ude0a \ud83d\ude0a\ud83d\ude0a#Repost @igc_official\n\u2022 \u2022 \u2022 \u2022 \u2022\nREFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratiiiiiiis,\n.\nSpecial Perform :\n- Sahara\n- Jari Manis\n- Indonesian Guitar Community\n- And Many More\n.\nSupported by :\nDjarum Coklat\nCoklat Kita\nTiganegeri Music House\nKMD Music Store\nBehringer\nMeinl Cymbals\nGretsch\nBugera\nJXi\nZixen\nRexer\nInsomnia Coffee\nJurig Coffee\n.\nMedia Partner :\nMacca Magazine\nCiparay id\nGigs media\n.\n#warungalamcibutak #refleksimerahputih #sahara #jarimanis #indonesianguitarcomunnity #igc #djarumcoklat #coklatkita #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
IG,30-08-2018,86,"""dcdc.official""","""Tes ketajaman mata. Di gambar Hakim Ketua DCDC Pengadilan Musik @manjasad tersebut ada 5 perbedaan. Ada yang bisa tebak apa saja? :D\n.\n#DjarumCoklatDotCom\n#DCDC"""
TW,30-08-2018,10,"""dcdc.official""","""Setelah cukup mencuri perhatian melalui single \u201cSports Between Trenches\u201d tahun lalu, band math-rock asal Samarinda, @murphyradio siap tepati janji mereka untuk merilis albumnya tahun ini. \nUntuk perkenalan albumnya tersebut, sebagai permulaan Murphy Radio merilis single berjudul \u201cGracias\u201d, yang ditunjuk sebagai \u201cpeluru\u201d pertama yang dilepas 10 hari lebih awal dari perilisan albumnya. .\n\n#DCDCNewRelease\n\n#DjarumCoklatDotCom\n\n#DCDC"""
TW,30-08-2018,0,"""sumakeytouch""","""Regrann from @nath_thelions -  Bismillah, selamat pagi ..di program ini ~Pengadilan Musik ~ @dcdc.official saya benar benar berpikir keras ..mau jawab juga bingung ,akhirnya saya merasakan teman teman yang pernah duduk disini..goks! \u2764.. .\n\nHakim : @manjasad\nJaksa Penuntut : @budi_dalton_official dan @pidibaiq\nPembela : @yogaphb dan Ruly Cikapundung (@pasarcikapundungbaranglawas)\nPanitera : @eddibrokoli .\n\n#dcdcpengadilanmusik \n#DjarumCoklatDotCom\n#djanganberisikberbedabedabersamasama\n#queenofreggae\n#supportmusikreggaeindonesia\n#reggaemusik\n#temansinga\n#mansentertainment\n#yessaah - #regrann"""
TW,30-08-2018,2,"""jxi_strings""","""REFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratis,\n.\nSpecial Perform :\n- Sahara\n- Jari Manis\n- Indonesian Guitar Community And Many More\n.\nSupported by :\n- Djarum Coklat - Tiganegeri Music House\n- KMD Music Store\n- Behringer\n- Meinl Cymbals\n- Gretsch\n- Bugera\n- Insomnia Coffee\n- Jurig Coffee\n.\nMedia Partner :\n- Macca Magazine\n- Ciparay id\n- Gigs media\n.\n#warungalamcibutak #refleksimerahputih\n#sahara #jarimanis #indonesianguitarcomunnity #djarumcoklat #coklatkita #anugrahalamindonesia #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
TW,30-08-2018,0,"""igc_official""","""REFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratiiiiiiis,\n.\nSpecial Perform :\n- Sahara\n- Jari Manis\n- Indonesian Guitar Community\n- And Many More\n.\nSupported by :\nDjarum Coklat\nCoklat Kita\nTiganegeri Music House\nKMD Music Store\nBehringer\nMeinl Cymbals\nGretsch\nBugera\nJXi\nZixen\nRexer\nInsomnia Coffee\nJurig Coffee\n.\nMedia Partner :\nMacca Magazine\nCiparay id\nGigs media\n.\n#warungalamcibutak #refleksimerahputih #sahara #jarimanis #indonesianguitarcomunnity #igc #djarumcoklat #coklatkita #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
TW,30-08-2018,2,"""tmi_pro""","""REFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratiiiiiiis,,,,,\n.\nSpecial Perform :\n- SAHARA\n- JARI MANIS\n- INDONESIAN GUITAR COMMUNITY - And Many More\n.\nSupported by :\nDjarum Coklat\nCoklat Kita\nTiganegeri Music House\nKMD Music Store\nBehringer\nMeinl Cymbals\nGretsch\nBugera\nJXi\nZixen\nRexer\nInsomnia Coffee\nJurig Coffee\n.\nMedia Partner :\nMacca Magazine\nCiparay id\nGigs media\n\n#warungalamcibutak #refleksimerahputih #sahara #jarimanis #indonesianguitarcomunnity #igc #djarumcoklat #coklatkita #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
TW,30-08-2018,6,"""warungalamcibutak""","""REFLEKSI MERAH PUTIH Sabtu 1 September 2018 di @warungalamcibutak Gratiiiiiiis,,,,,\n.\nSpecial Perform :\n- SAHARA\n- JARI MANIS\n- INDONESIAN GUITAR COMMUNITY - And Many More\n.\nSupported by :\nDjarum Coklat\nCoklat Kita\nTiganegeri Music House\nKMD Music Store\nBehringer\nMeinl Cymbals\nGretsch\nBugera\nJXi\nZixen\nRexer\nInsomnia Coffee\nJurig Coffee\n.\nMedia Partner :\nMacca Magazine\nCiparay id\nGigs media\n\n#warungalamcibutak #refleksimerahputih #sahara #jarimanis #indonesianguitarcomunnity #igc #djarumcoklat #coklatkita #tiganegerimusichouse #kmdmusicstore #behringer #meinlcymbals #gretsch #Bugera #jxistring #zixenstring #rexerstring #insomniacoffee #jurigcoffee #maccamagazine #ciparayid #gigsmedia"""
